ID(ignored),x,y,z,station
0, 3.6086060289428024, 9.452175001434334, 0, 0
1, 25.400483743626108, 9.89762170742538, 0, 0
2, 40.92783776778774, 1.4633138745572338, 0, 0
3, 63.64820074681388, 5.081503465175032, 0, 0
4, 87.84946824354255, 1.3748281932169282, 0, 0
5, 101.08231570989547, 4.403345549399419, 0, 0
6, 125.66735657617176, 8.664536798467605, 0, 0
7, 148.79047328374426, 9.543106108314545, 0, 0
8, 164.15435082707722, 0.4690467204793969, 0, 0
9, 189.41783381812408, 8.296211770615962, 0, 0
10, 1.1694825655215701, 21.56895837297315, 0, 0
11, 23.16430392235968, 28.06347498119539, 0, 0
12, 42.05177445314942, 29.35784932046181, 0, 0
13, 69.54404754422681, 21.80272422711663, 0, 0
14, 84.59735933768056, 26.653871401095948, 0, 0
15, 102.75949025530683, 21.40973752520869, 0, 0
16, 123.8522674467745, 23.63143732815052, 0, 0
17, 147.6541610665219, 26.510110314922088, 0, 0
18, 167.89172557053362, 26.64559701719363, 0, 0
19, 184.6240065816339, 29.53459753541961, 0, 0
20, 6.583836166547089, 46.38554003381046, 0, 0
21, 25.900959937491038, 41.97702779987568, 0, 0
22, 43.551005077081726, 44.79812559462892, 0, 0
23, 61.334652437738896, 46.362868231999215, 0, 0
24, 82.2771056618273, 47.84873936021931, 0, 0
25, 107.37854286084271, 44.52424632282816, 0, 0
26, 121.34122052620857, 44.00683135131412, 0, 0
27, 141.12689069769476, 41.781788831025224, 0, 0
28, 168.40109608167896, 40.39180660022152, 0, 0
29, 189.18682681787834, 40.70720302616654, 0, 0
30, 1.578349945614721, 64.75503720392187, 0, 0
31, 24.316927022700405, 66.8373601981058, 0, 0
32, 40.46587163020208, 60.39499390001205, 0, 0
33, 64.54410942273935, 66.74491624922686, 0, 0
34, 80.27127028722047, 67.51159748365282, 0, 0
35, 107.06861030909798, 62.09330963135118, 0, 0
36, 126.08308649686303, 67.75149722149712, 0, 0
37, 142.72767363118902, 67.9693623264288, 0, 0
38, 160.9924295725732, 68.08380485074737, 0, 0
39, 182.07081221415717, 65.99401353725393, 0, 0
40, 9.134668536537587, 83.91777825660881, 0, 0
41, 29.00270278099797, 87.68013561122456, 0, 0
42, 45.80351076392216, 89.61790800516846, 0, 0
43, 61.90588804748953, 85.01821240930241, 0, 0
44, 88.34730363055735, 86.80575121502106, 0, 0
45, 107.47004450208445, 86.10465606294491, 0, 0
46, 127.02965137504071, 80.0207805372056, 0, 0
47, 142.51240062484982, 81.52437704554858, 0, 0
48, 160.29445314735582, 80.83672305968834, 0, 0
49, 181.20356732394117, 88.1591254943038, 0, 0
50, 2.033599339281753, 103.80028038958807, 0, 0
51, 23.644367610160707, 104.84998381881705, 0, 0
52, 40.52838345224785, 107.72626502336053, 0, 0
53, 63.997267406845715, 106.38432152656519, 0, 0
54, 82.20020485144, 109.22357483833348, 0, 0
55, 108.33316311137285, 101.28431407090686, 0, 0
56, 121.89249888004849, 108.7410658794368, 0, 0
57, 141.33127298500526, 101.9650650654742, 0, 0
58, 167.57702299887836, 105.66034409001064, 0, 0
59, 189.68887561200214, 105.09356511709416, 0, 0
60, 4.870676536752887, 122.55874107285415, 0, 0
61, 22.859214969875065, 124.86472747461718, 0, 0
62, 44.07618296393653, 124.30126498054899, 0, 0
63, 60.68611778118663, 121.06812605767806, 0, 0
64, 81.49393574766405, 120.33154230000048, 0, 0
65, 102.43263798742322, 124.98818214965817, 0, 0
66, 124.25018551353679, 121.52718623316883, 0, 0
67, 143.0427797204552, 121.77349840625851, 0, 0
68, 167.1485761192081, 126.4537841751551, 0, 0
69, 187.84932191807144, 127.59692705649141, 0, 0
70, 8.023234790982936, 146.45173989551813, 0, 0
71, 27.60744931334442, 147.36261306703028, 0, 0
72, 46.23330866713645, 140.5310144051092, 0, 0
73, 66.00933971528754, 142.62471499135708, 0, 0
74, 84.14104401652351, 147.31797609038313, 0, 0
75, 100.14771454783389, 147.26590672035886, 0, 0
76, 126.87110545572149, 146.5365701461673, 0, 0
77, 141.48797960133095, 145.44942848838397, 0, 0
78, 161.39258911480582, 146.4073757055603, 0, 0
79, 185.37793717443034, 148.5430109551302, 0, 0
80, 2.519767490642689, 160.0581725740124, 0, 0
81, 20.25487735481868, 167.87350038460363, 0, 0
82, 40.614236578775966, 164.63290465327643, 0, 0
83, 67.93127325052566, 162.32262344278013, 0, 0
84, 84.53203025125569, 165.2140865773724, 0, 0
85, 102.7519027796007, 161.20995534843206, 0, 0
86, 120.12667427980391, 160.24808757932698, 0, 0
87, 141.5650933536168, 166.67709509184834, 0, 0
88, 167.28653243060316, 162.10906268438617, 0, 0
89, 188.6462382748346, 163.43596234634373, 0, 0
90, 0.1500906857674511, 185.0973674478523, 0, 0
91, 28.518339876267845, 189.6099967582897, 0, 0
92, 47.709259235730684, 185.78099624745272, 0, 0
93, 61.056086446105915, 189.16985939716466, 0, 0
94, 84.70210646405229, 184.99240992133744, 0, 0
95, 108.01114965912204, 180.51436879495554, 0, 0
96, 124.61014103125754, 182.55432631382595, 0, 0
97, 147.9627971555822, 188.05982998277258, 0, 0
98, 163.03016278333934, 180.7208189795127, 0, 0
99, 189.0332749667757, 185.79027560184565, 0, 0
