ID(ignored),x,y,z,station
0, 4.069618122969146, 5.271134297342392, 0, 0
1, 28.271345510410832, 0.10911254622945177, 0, 0
2, 44.31967572585536, 4.638497648896239, 0, 0
3, 61.37032980291281, 5.263235210776633, 0, 0
4, 82.81220496486108, 9.731268859382368, 0, 0
5, 102.40644940587191, 9.035639957713101, 0, 0
6, 129.1223903006661, 8.810904008337639, 0, 0
7, 143.94399691213968, 5.120609432242133, 0, 0
8, 9.85907584539725, 20.913323029473016, 0, 0
9, 28.02660630064944, 26.45221924343525, 0, 0
10, 40.88382794818726, 26.176401053517008, 0, 0
11, 69.1169481161368, 23.1971514867871, 0, 0
12, 88.65738021784827, 23.046979292737092, 0, 0
13, 108.30626714835573, 20.085730754344006, 0, 0
14, 124.00912384095787, 28.23820878078345, 0, 0
15, 141.18351415284286, 20.681864126129792, 0, 0
16, 0.013898375510700278, 46.756958302065655, 0, 0
17, 28.43875377698381, 48.24314118795621, 0, 0
18, 46.87082404814673, 41.75320009556068, 0, 0
19, 65.06905304189841, 48.725829954336085, 0, 0
20, 82.1542575627164, 47.616776218544835, 0, 0
21, 107.30611238385667, 48.91470128404275, 0, 0
22, 124.673753648591, 40.48533816638153, 0, 0
23, 146.14250956767148, 48.16733991312506, 0, 0
24, 9.887521065460763, 60.28395204872322, 0, 0
25, 24.992222673282008, 66.66578578960953, 0, 0
26, 43.660393276439635, 65.61353049137799, 0, 0
27, 68.31319661617857, 62.12552945813594, 0, 0
28, 86.34645682260064, 61.70703240295438, 0, 0
29, 102.63976031016497, 63.981955565305505, 0, 0
30, 123.61438303191206, 62.95354060098991, 0, 0
31, 141.7170440710349, 63.17861152554459, 0, 0
32, 6.999447980895763, 82.19551227508889, 0, 0
33, 22.006477360808454, 82.8222862664911, 0, 0
34, 47.53946078098828, 84.77949233839041, 0, 0
35, 63.589234461166825, 80.92024938853804, 0, 0
36, 82.12451692026013, 88.67720728044723, 0, 0
37, 106.03813280724857, 80.13143365386581, 0, 0
38, 129.06316812198756, 89.69706520618125, 0, 0
39, 143.12323006963467, 84.81271301415116, 0, 0
