ID(ignored),x,y,z,station
0, 1.7619530144279383, 1.4770044079346867, 0, 0
1, 24.444508491535572, 4.739538756430003, 0, 0
2, 44.752550257659536, 9.92823032231293, 0, 0
3, 69.04629476864966, 4.038889434316264, 0, 0
4, 80.55107430544108, 9.772914126526729, 0, 0
5, 104.81261711770684, 7.459212694250523, 0, 0
6, 122.73156265046369, 0.4553385808077126, 0, 0
7, 147.75597531666435, 8.700002980966314, 0, 0
8, 164.53224309802312, 3.454150494352074, 0, 0
9, 188.84723047209735, 9.007166706508992, 0, 0
10, 8.192842529677645, 29.86925550628823, 0, 0
11, 29.95778027619529, 23.986557343328396, 0, 0
12, 48.402523445755506, 29.993525685393585, 0, 0
13, 63.66191509027808, 27.660829896238376, 0, 0
14, 89.02224144932288, 28.56892652324359, 0, 0
15, 105.04638785638062, 21.53695325758473, 0, 0
16, 124.5128071256752, 24.173371149101648, 0, 0
17, 140.8467462335313, 22.80280259673837, 0, 0
18, 163.5413770672069, 21.96892771034673, 0, 0
19, 180.72338863271986, 20.39692859882679, 0, 0
20, 7.606712476738426, 46.10239609149113, 0, 0
21, 22.67307207971623, 48.25518121932606, 0, 0
22, 40.78223904890271, 43.07090040232955, 0, 0
23, 69.50615694148091, 47.75602159099567, 0, 0
24, 89.44849070554906, 42.95807029648718, 0, 0
25, 104.86432316799163, 49.376203608371355, 0, 0
26, 129.65900335285727, 47.04999300785746, 0, 0
27, 149.11948539986625, 48.90328712791748, 0, 0
28, 167.39554204914012, 43.20362376853396, 0, 0
29, 185.2985556312506, 44.782296922667435, 0, 0
30, 0.3849588458278064, 69.06514611675414, 0, 0
31, 27.397344175333735, 64.34384872397752, 0, 0
32, 40.59016146137916, 68.37637917997296, 0, 0
33, 64.94412973981764, 62.20112414208032, 0, 0
34, 83.66648164867955, 60.00127830173143, 0, 0
35, 106.16088602439119, 66.72388192641863, 0, 1
36, 126.7982938364934, 69.40741962258966, 0, 0
37, 144.55923743053916, 62.17681243951329, 0, 0
38, 165.7898565479001, 64.67074171893782, 0, 0
39, 186.49059272289333, 67.8303877432696, 0, 0
40, 9.508326211879448, 80.08929677603726, 0, 0
41, 27.371585539016635, 88.70107994602019, 0, 0
42, 41.591923643667464, 82.37019949331892, 0, 0
43, 67.87491583054678, 85.99292824554446, 0, 0
44, 86.24111471167761, 81.46503889415735, 0, 0
45, 105.88697783206737, 86.8796768359043, 0, 0
46, 125.03148394774529, 89.33399492419956, 0, 0
47, 146.79258915104154, 85.50949100070392, 0, 0
48, 169.9783910928243, 81.78339212902169, 0, 0
49, 186.0074951886891, 86.20672465843326, 0, 0
50, 7.5764954647196445, 102.09868590723266, 0, 0
51, 25.335055735551066, 107.57032350945018, 0, 0
52, 48.439734873007986, 106.10427196869279, 0, 0
53, 61.95007865135951, 100.58028027038085, 0, 0
54, 84.13847915170783, 101.81612678726951, 0, 0
55, 105.90171460981168, 105.27731830669492, 0, 0
56, 122.51563204364928, 109.14276225130527, 0, 0
57, 149.86882346422624, 106.11460250428632, 0, 0
58, 169.32373540424453, 106.65830635526304, 0, 0
59, 183.9045299959325, 100.13701848466768, 0, 0
60, 4.605178646794413, 120.73408107071587, 0, 0
61, 23.495857833859624, 127.20390779456778, 0, 0
62, 47.93731989091227, 122.83490276052565, 0, 0
63, 61.44048413391423, 121.173738284919, 0, 0
64, 80.35941120804567, 123.9481405799607, 0, 0
65, 105.22651108053533, 129.29816860884475, 0, 0
66, 129.26201335614644, 121.51665342518196, 0, 0
67, 148.71826931576484, 124.20615271544641, 0, 0
68, 168.62596415999593, 123.77435165056959, 0, 0
69, 186.20918338460896, 127.76159610851049, 0, 0
70, 9.231436432250312, 142.81712160869253, 0, 0
71, 28.788282613585764, 143.4700826926286, 0, 0
72, 40.138452999914456, 140.21539549275968, 0, 0
73, 69.04528957448413, 142.92596033256288, 0, 0
74, 80.40398771643977, 146.14177694762046, 0, 0
75, 107.51132792743202, 146.52745311465443, 0, 0
76, 128.7066152110017, 145.1718592917939, 0, 0
77, 149.9460572646859, 147.9599299281199, 0, 0
78, 160.50848990858168, 146.39915001897097, 0, 0
79, 184.46603075979135, 142.66823011620113, 0, 0
